sala_origen,sala_destino,edificio_origen,edificio_destino,piso_origen,piso_destino,distancia,tipo_transicion,costo_final,costo
r13,r7,E1,E3,2,1,148.054,cambio_edificio,20.8054,20.8054
r13,r8,E1,E4,2,1,70.5691,cambio_edificio,13.0569,13.0569
r13,r9,E1,E1,2,1,8.9443,distinto_piso,2.8944,2.8944
r13,r10,E1,E2,2,1,70.5691,cambio_edificio,13.0569,13.0569
r13,r11,E1,E3,2,1,140.2854,cambio_edificio,20.0285,20.0285
r13,r12,E1,E4,2,1,78.1025,cambio_edificio,13.8102,13.8102
r13,r13,E1,E1,2,2,0.0,misma_sala,0.0,0.0
r13,r14,E1,E2,2,2,70.0,cambio_edificio,13.0,13.0
r13,r15,E1,E3,2,2,140.0,cambio_edificio,20.0,20.0
r13,r16,E1,E4,2,2,70.0,cambio_edificio,13.0,13.0
r13,r17,E1,E1,2,2,8.0,mismo_piso,1.3,1.3
r13,r18,E1,E2,2,2,78.0,cambio_edificio,13.8,13.8
r13,r19,E1,E3,2,2,148.0,cambio_edificio,20.8,20.8
r13,r20,E1,E4,2,2,70.4557,cambio_edificio,13.0456,13.0456
r13,r21,E1,E1,2,2,8.0,mismo_piso,1.3,1.3
r13,r22,E1,E2,2,2,70.4557,cambio_edificio,13.0456,13.0456
r13,r23,E1,E3,2,2,140.2284,cambio_edificio,20.0228,20.0228
r13,r24,E1,E4,2,2,78.0,cambio_edificio,13.8,13.8
r13,r25,E1,E1,2,3,4.0,distinto_piso,2.4,2.4
r13,r26,E1,E2,2,3,70.1142,cambio_edificio,13.0114,13.0114
r13,r27,E1,E3,2,3,140.0571,cambio_edificio,20.0057,20.0057
r13,r28,E1,E4,2,3,70.1142,cambio_edificio,13.0114,13.0114
r13,r29,E1,E1,2,3,8.9443,distinto_piso,2.8944,2.8944
r13,r30,E1,E2,2,3,78.1025,cambio_edificio,13.8102,13.8102
r14,r1,E2,E1,2,1,70.1142,cambio_edificio,13.0114,13.0114
r14,r2,E2,E2,2,1,4.0,distinto_piso,2.4,2.4
r14,r3,E2,E3,2,1,70.1142,cambio_edificio,13.0114,13.0114
r14,r4,E2,E4,2,1,99.0757,cambio_edificio,15.9076,15.9076
r14,r5,E2,E1,2,1,62.1289,cambio_edificio,12.2129,12.2129
r14,r6,E2,E2,2,1,8.9443,distinto_piso,2.8944,2.8944
r14,r7,E2,E3,2,1,78.1025,cambio_edificio,13.8102,13.8102
r14,r8,E2,E4,2,1,93.5949,cambio_edificio,15.3595,15.3595
r14,r9,E2,E1,2,1,70.5691,cambio_edificio,13.0569,13.0569
r14,r10,E2,E2,2,1,8.9443,distinto_piso,2.8944,2.8944
r14,r11,E2,E3,2,1,70.5691,cambio_edificio,13.0569,13.0569
r14,r12,E2,E4,2,1,104.8809,cambio_edificio,16.4881,16.4881
r14,r13,E2,E1,2,2,70.0,cambio_edificio,13.0,13.0
r14,r14,E2,E2,2,2,0.0,misma_sala,0.0,0.0
r14,r15,E2,E3,2,2,70.0,cambio_edificio,13.0,13.0
r14,r16,E2,E4,2,2,98.9949,cambio_edificio,15.8995,15.8995
r14,r17,E2,E1,2,2,62.0,cambio_edificio,12.2,12.2
r14,r18,E2,E2,2,2,8.0,mismo_piso,1.3,1.3
r14,r19,E2,E3,2,2,78.0,cambio_edificio,13.8,13.8
r14,r20,E2,E4,2,2,93.5094,cambio_edificio,15.3509,15.3509
r14,r21,E2,E1,2,2,70.4557,cambio_edificio,13.0456,13.0456
r14,r22,E2,E2,2,2,8.0,mismo_piso,1.3,1.3
r14,r23,E2,E3,2,2,70.4557,cambio_edificio,13.0456,13.0456
r14,r24,E2,E4,2,2,104.8046,cambio_edificio,16.4805,16.4805
r14,r25,E2,E1,2,3,70.1142,cambio_edificio,13.0114,13.0114
r14,r26,E2,E2,2,3,4.0,distinto_piso,2.4,2.4
r14,r27,E2,E3,2,3,70.1142,cambio_edificio,13.0114,13.0114
r14,r28,E2,E4,2,3,99.0757,cambio_edificio,15.9076,15.9076
r14,r29,E2,E1,2,3,62.1289,cambio_edificio,12.2129,12.2129
r14,r30,E2,E2,2,3,8.9443,distinto_piso,2.8944,2.8944
r15,r1,E3,E1,2,1,140.0571,cambio_edificio,20.0057,20.0057
r15,r2,E3,E2,2,1,70.1142,cambio_edificio,13.0114,13.0114
r15,r3,E3,E3,2,1,4.0,distinto_piso,2.4,2.4
r15,r4,E3,E4,2,1,156.5759,cambio_edificio,21.6576,21.6576
r15,r5,E3,E1,2,1,132.0606,cambio_edificio,19.2061,19.2061
r15,r6,E3,E2,2,1,62.1289,cambio_edificio,12.2129,12.2129
r15,r7,E3,E3,2,1,8.9443,distinto_piso,2.8944,2.8944
r15,r8,E3,E4,2,1,149.4657,cambio_edificio,20.9466,20.9466
r15,r9,E3,E1,2,1,140.2854,cambio_edificio,20.0285,20.0285
r15,r10,E3,E2,2,1,70.5691,cambio_edificio,13.0569,13.0569
r15,r11,E3,E3,2,1,8.9443,distinto_piso,2.8944,2.8944
r15,r12,E3,E4,2,1,160.3122,cambio_edificio,22.0312,22.0312
r15,r13,E3,E1,2,2,140.0,cambio_edificio,20.0,20.0
r15,r14,E3,E2,2,2,70.0,cambio_edificio,13.0,13.0
r15,r15,E3,E3,2,2,0.0,misma_sala,0.0,0.0
r15,r16,E3,E4,2,2,156.5248,cambio_edificio,21.6525,21.6525
r15,r17,E3,E1,2,2,132.0,cambio_edificio,19.2,19.2
r15,r18,E3,E2,2,2,62.0,cambio_edificio,12.2,12.2
r15,r19,E3,E3,2,2,8.0,mismo_piso,1.3,1.3
r15,r20,E3,E4,2,2,149.4122,cambio_edificio,20.9412,20.9412
r15,r21,E3,E1,2,2,140.2284,cambio_edificio,20.0228,20.0228
r15,r22,E3,E2,2,2,70.4557,cambio_edificio,13.0456,13.0456
r15,r23,E3,E3,2,2,8.0,mismo_piso,1.3,1.3
r15,r24,E3,E4,2,2,160.2623,cambio_edificio,22.0262,22.0262
r15,r25,E3,E1,2,3,140.0571,cambio_edificio,20.0057,20.0057
r15,r26,E3,E2,2,3,70.1142,cambio_edificio,13.0114,13.0114
r15,r27,E3,E3,2,3,4.0,distinto_piso,2.4,2.4
r15,r28,E3,E4,2,3,156.5759,cambio_edificio,21.6576,21.6576
r15,r29,E3,E1,2,3,132.0606,cambio_edificio,19.2061,19.2061
r15,r30,E3,E2,2,3,62.1289,cambio_edificio,12.2129,12.2129
r16,r1,E4,E1,2,1,70.1142,cambio_edificio,13.0114,13.0114
r16,r2,E4,E2,2,1,99.0757,cambio_edificio,15.9076,15.9076
r16,r3,E4,E3,2,1,156.5759,cambio_edificio,21.6576,21.6576
r16,r4,E4,E4,2,1,4.0,distinto_piso,2.4,2.4
r16,r5,E4,E1,2,1,70.5691,cambio_edificio,13.0569,13.0569
r16,r6,E4,E2,2,1,104.8809,cambio_edificio,16.4881,16.4881
r16,r7,E4,E3,2,1,163.7681,cambio_edificio,22.3768,22.3768
r16,r8,E4,E4,2,1,8.9443,distinto_piso,2.8944,2.8944
r16,r9,E4,E1,2,1,62.1289,cambio_edificio,12.2129,12.2129
r16,r10,E4,E2,2,1,93.5949,cambio_edificio,15.3595,15.3595
r16,r11,E4,E3,2,1,153.1666,cambio_edificio,21.3167,21.3167
r16,r12,E4,E4,2,1,8.9443,distinto_piso,2.8944,2.8944
r16,r13,E4,E1,2,2,70.0,cambio_edificio,13.0,13.0
r16,r14,E4,E2,2,2,98.9949,cambio_edificio,15.8995,15.8995
r16,r15,E4,E3,2,2,156.5248,cambio_edificio,21.6525,21.6525
r16,r16,E4,E4,2,2,0.0,misma_sala,0.0,0.0
r16,r17,E4,E1,2,2,70.4557,cambio_edificio,13.0456,13.0456
r16,r18,E4,E2,2,2,104.8046,cambio_edificio,16.4805,16.4805
r16,r19,E4,E3,2,2,163.7193,cambio_edificio,22.3719,22.3719
r16,r20,E4,E4,2,2,8.0,mismo_piso,1.3,1.3
r16,r21,E4,E1,2,2,62.0,cambio_edificio,12.2,12.2
r16,r22,E4,E2,2,2,93.5094,cambio_edificio,15.3509,15.3509
r16,r23,E4,E3,2,2,153.1143,cambio_edificio,21.3114,21.3114
r16,r24,E4,E4,2,2,8.0,mismo_piso,1.3,1.3
r16,r25,E4,E1,2,3,70.1142,cambio_edificio,13.0114,13.0114
r16,r26,E4,E2,2,3,99.0757,cambio_edificio,15.9076,15.9076
r16,r27,E4,E3,2,3,156.5759,cambio_edificio,21.6576,21.6576
r16,r28,E4,E4,2,3,4.0,distinto_piso,2.4,2.4
r16,r29,E4,E1,2,3,70.5691,cambio_edificio,13.0569,13.0569
r16,r30,E4,E2,2,3,104.8809,cambio_edificio,16.4881,16.4881
r17,r1,E1,E1,2,1,8.9443,distinto_piso,2.8944,2.8944
r17,r2,E1,E2,2,1,62.1289,cambio_edificio,12.2129,12.2129
r17,r3,E1,E3,2,1,132.0606,cambio_edificio,19.2061,19.2061
r17,r4,E1,E4,2,1,70.5691,cambio_edificio,13.0569,13.0569
r17,r5,E1,E1,2,1,4.0,distinto_piso,2.4,2.4
r17,r6,E1,E2,2,1,70.1142,cambio_edificio,13.0114,13.0114
r17,r7,E1,E3,2,1,140.0571,cambio_edificio,20.0057,20.0057
r17,r8,E1,E4,2,1,70.1142,cambio_edificio,13.0114,13.0114
r17,r9,E1,E1,2,1,12.0,distinto_piso,3.2,3.2
r17,r10,E1,E2,2,1,62.6418,cambio_edificio,12.2642,12.2642
r17,r11,E1,E3,2,1,132.3027,cambio_edificio,19.2303,19.2303
r17,r12,E1,E4,2,1,78.5111,cambio_edificio,13.8511,13.8511
r17,r13,E1,E1,2,2,8.0,mismo_piso,1.3,1.3
r17,r14,E1,E2,2,2,62.0,cambio_edificio,12.2,12.2
r17,r15,E1,E3,2,2,132.0,cambio_edificio,19.2,19.2
r17,r16,E1,E4,2,2,70.4557,cambio_edificio,13.0456,13.0456
r17,r17,E1,E1,2,2,0.0,misma_sala,0.0,0.0
r17,r18,E1,E2,2,2,70.0,cambio_edificio,13.0,13.0
r17,r19,E1,E3,2,2,140.0,cambio_edificio,20.0,20.0
r17,r20,E1,E4,2,2,70.0,cambio_edificio,13.0,13.0
r17,r21,E1,E1,2,2,11.3137,mismo_piso,1.6314,1.6314
r17,r22,E1,E2,2,2,62.514,cambio_edificio,12.2514,12.2514
r17,r23,E1,E3,2,2,132.2422,cambio_edificio,19.2242,19.2242
r17,r24,E1,E4,2,2,78.4092,cambio_edificio,13.8409,13.8409
r17,r25,E1,E1,2,3,8.9443,distinto_piso,2.8944,2.8944
r17,r26,E1,E2,2,3,62.1289,cambio_edificio,12.2129,12.2129
r17,r27,E1,E3,2,3,132.0606,cambio_edificio,19.2061,19.2061
r17,r28,E1,E4,2,3,70.5691,cambio_edificio,13.0569,13.0569
r17,r29,E1,E1,2,3,4.0,distinto_piso,2.4,2.4
r17,r30,E1,E2,2,3,70.1142,cambio_edificio,13.0114,13.0114
r18,r1,E2,E1,2,1,78.1025,cambio_edificio,13.8102,13.8102
r18,r2,E2,E2,2,1,8.9443,distinto_piso,2.8944,2.8944
r18,r3,E2,E3,2,1,62.1289,cambio_edificio,12.2129,12.2129
r18,r4,E2,E4,2,1,104.8809,cambio_edificio,16.4881,16.4881
r18,r5,E2,E1,2,1,70.1142,cambio_edificio,13.0114,13.0114
r18,r6,E2,E2,2,1,4.0,distinto_piso,2.4,2.4
r18,r7,E2,E3,2,1,70.1142,cambio_edificio,13.0114,13.0114
r18,r8,E2,E4,2,1,99.0757,cambio_edificio,15.9076,15.9076
r18,r9,E2,E1,2,1,78.5111,cambio_edificio,13.8511,13.8511
r18,r10,E2,E2,2,1,12.0,distinto_piso,3.2,3.2
r18,r11,E2,E3,2,1,62.6418,cambio_edificio,12.2642,12.2642
r18,r12,E2,E4,2,1,110.3812,cambio_edificio,17.0381,17.0381
r18,r13,E2,E1,2,2,78.0,cambio_edificio,13.8,13.8
r18,r14,E2,E2,2,2,8.0,mismo_piso,1.3,1.3
r18,r15,E2,E3,2,2,62.0,cambio_edificio,12.2,12.2
r18,r16,E2,E4,2,2,104.8046,cambio_edificio,16.4805,16.4805
r18,r17,E2,E1,2,2,70.0,cambio_edificio,13.0,13.0
r18,r18,E2,E2,2,2,0.0,misma_sala,0.0,0.0
r18,r19,E2,E3,2,2,70.0,cambio_edificio,13.0,13.0
r18,r20,E2,E4,2,2,98.9949,cambio_edificio,15.8995,15.8995
r18,r21,E2,E1,2,2,78.4092,cambio_edificio,13.8409,13.8409
r18,r22,E2,E2,2,2,11.3137,mismo_piso,1.6314,1.6314
r18,r23,E2,E3,2,2,62.514,cambio_edificio,12.2514,12.2514
r18,r24,E2,E4,2,2,110.3087,cambio_edificio,17.0309,17.0309
r18,r25,E2,E1,2,3,78.1025,cambio_edificio,13.8102,13.8102
r18,r26,E2,E2,2,3,8.9443,distinto_piso,2.8944,2.8944
r18,r27,E2,E3,2,3,62.1289,cambio_edificio,12.2129,12.2129
r18,r28,E2,E4,2,3,104.8809,cambio_edificio,16.4881,16.4881
r18,r29,E2,E1,2,3,70.1142,cambio_edificio,13.0114,13.0114
r18,r30,E2,E2,2,3,4.0,distinto_piso,2.4,2.4
r19,r1,E3,E1,2,1,148.054,cambio_edificio,20.8054,20.8054
r19,r2,E3,E2,2,1,78.1025,cambio_edificio,13.8102,13.8102
r19,r3,E3,E3,2,1,8.9443,distinto_piso,2.8944,2.8944
r19,r4,E3,E4,2,1,163.7681,cambio_edificio,22.3768,22.3768
r19,r5,E3,E1,2,1,140.0571,cambio_edificio,20.0057,20.0057
r19,r6,E3,E2,2,1,70.1142,cambio_edificio,13.0114,13.0114
r19,r7,E3,E3,2,1,4.0,distinto_piso,2.4,2.4
r19,r8,E3,E4,2,1,156.5759,cambio_edificio,21.6576,21.6576
r19,r9,E3,E1,2,1,148.27,cambio_edificio,20.827,20.827
r19,r10,E3,E2,2,1,78.5111,cambio_edificio,13.8511,13.8511
r19,r11,E3,E3,2,1,12.0,distinto_piso,3.2,3.2
r19,r12,E3,E4,2,1,167.344,cambio_edificio,22.7344,22.7344
r19,r13,E3,E1,2,2,148.0,cambio_edificio,20.8,20.8
r19,r14,E3,E2,2,2,78.0,cambio_edificio,13.8,13.8
r19,r15,E3,E3,2,2,8.0,mismo_piso,1.3,1.3
r19,r16,E3,E4,2,2,163.7193,cambio_edificio,22.3719,22.3719
r19,r17,E3,E1,2,2,140.0,cambio_edificio,20.0,20.0
r19,r18,E3,E2,2,2,70.0,cambio_edificio,13.0,13.0
r19,r19,E3,E3,2,2,0.0,misma_sala,0.0,0.0
r19,r20,E3,E4,2,2,156.5248,cambio_edificio,21.6525,21.6525
r19,r21,E3,E1,2,2,148.2161,cambio_edificio,20.8216,20.8216
r19,r22,E3,E2,2,2,78.4092,cambio_edificio,13.8409,13.8409
r19,r23,E3,E3,2,2,11.3137,mismo_piso,1.6314,1.6314
r19,r24,E3,E4,2,2,167.2961,cambio_edificio,22.7296,22.7296
r19,r25,E3,E1,2,3,148.054,cambio_edificio,20.8054,20.8054
r19,r26,E3,E2,2,3,78.1025,cambio_edificio,13.8102,13.8102
r19,r27,E3,E3,2,3,8.9443,distinto_piso,2.8944,2.8944
r19,r28,E3,E4,2,3,163.7681,cambio_edificio,22.3768,22.3768
r19,r29,E3,E1,2,3,140.0571,cambio_edificio,20.0057,20.0057
r19,r30,E3,E2,2,3,70.1142,cambio_edificio,13.0114,13.0114
r20,r1,E4,E1,2,1,70.5691,cambio_edificio,13.0569,13.0569
r20,r2,E4,E2,2,1,93.5949,cambio_edificio,15.3595,15.3595
r20,r3,E4,E3,2,1,149.4657,cambio_edificio,20.9466,20.9466
r20,r4,E4,E4,2,1,8.9443,distinto_piso,2.8944,2.8944
r20,r5,E4,E1,2,1,70.1142,cambio_edificio,13.0114,13.0114
r20,r6,E4,E2,2,1,99.0757,cambio_edificio,15.9076,15.9076
r20,r7,E4,E3,2,1,156.5759,cambio_edificio,21.6576,21.6576
r20,r8,E4,E4,2,1,4.0,distinto_piso,2.4,2.4
r20,r9,E4,E1,2,1,62.6418,cambio_edificio,12.2642,12.2642
r20,r10,E4,E2,2,1,87.7724,cambio_edificio,14.7772,14.7772
r20,r11,E4,E3,2,1,145.8904,cambio_edificio,20.589,20.589
r20,r12,E4,E4,2,1,12.0,distinto_piso,3.2,3.2
r20,r13,E4,E1,2,2,70.4557,cambio_edificio,13.0456,13.0456
r20,r14,E4,E2,2,2,93.5094,cambio_edificio,15.3509,15.3509
r20,r15,E4,E3,2,2,149.4122,cambio_edificio,20.9412,20.9412
r20,r16,E4,E4,2,2,8.0,mismo_piso,1.3,1.3
r20,r17,E4,E1,2,2,70.0,cambio_edificio,13.0,13.0
r20,r18,E4,E2,2,2,98.9949,cambio_edificio,15.8995,15.8995
r20,r19,E4,E3,2,2,156.5248,cambio_edificio,21.6525,21.6525
r20,r20,E4,E4,2,2,0.0,misma_sala,0.0,0.0
r20,r21,E4,E1,2,2,62.514,cambio_edificio,12.2514,12.2514
r20,r22,E4,E2,2,2,87.6812,cambio_edificio,14.7681,14.7681
r20,r23,E4,E3,2,2,145.8355,cambio_edificio,20.5836,20.5836
r20,r24,E4,E4,2,2,11.3137,mismo_piso,1.6314,1.6314
r20,r25,E4,E1,2,3,70.5691,cambio_edificio,13.0569,13.0569
r20,r26,E4,E2,2,3,93.5949,cambio_edificio,15.3595,15.3595
r20,r27,E4,E3,2,3,149.4657,cambio_edificio,20.9466,20.9466
r20,r28,E4,E4,2,3,8.9443,distinto_piso,2.8944,2.8944
r20,r29,E4,E1,2,3,70.1142,cambio_edificio,13.0114,13.0114
r20,r30,E4,E2,2,3,99.0757,cambio_edificio,15.9076,15.9076
r21,r1,E1,E1,2,1,8.9443,distinto_piso,2.8944,2.8944
r21,r2,E1,E2,2,1,70.5691,cambio_edificio,13.0569,13.0569
r21,r3,E1,E3,2,1,140.2854,cambio_edificio,20.0285,20.0285
r21,r4,E1,E4,2,1,62.1289,cambio_edificio,12.2129,12.2129
r21,r5,E1,E1,2,1,12.0,distinto_piso,3.2,3.2
r21,r6,E1,E2,2,1,78.5111,cambio_edificio,13.8511,13.8511
r21,r7,E1,E3,2,1,148.27,cambio_edificio,20.827,20.827
r21,r8,E1,E4,2,1,62.6418,cambio_edificio,12.2642,12.2642
r21,r9,E1,E1,2,1,4.0,distinto_piso,2.4,2.4
r21,r10,E1,E2,2,1,70.1142,cambio_edificio,13.0114,13.0114
r21,r11,E1,E3,2,1,140.0571,cambio_edificio,20.0057,20.0057
r21,r12,E1,E4,2,1,70.1142,cambio_edificio,13.0114,13.0114
r21,r13,E1,E1,2,2,8.0,mismo_piso,1.3,1.3
r21,r14,E1,E2,2,2,70.4557,cambio_edificio,13.0456,13.0456
r21,r15,E1,E3,2,2,140.2284,cambio_edificio,20.0228,20.0228
r21,r16,E1,E4,2,2,62.0,cambio_edificio,12.2,12.2
r21,r17,E1,E1,2,2,11.3137,mismo_piso,1.6314,1.6314
r21,r18,E1,E2,2,2,78.4092,cambio_edificio,13.8409,13.8409
r21,r19,E1,E3,2,2,148.2161,cambio_edificio,20.8216,20.8216
r21,r20,E1,E4,2,2,62.514,cambio_edificio,12.2514,12.2514
r21,r21,E1,E1,2,2,0.0,misma_sala,0.0,0.0
r21,r22,E1,E2,2,2,70.0,cambio_edificio,13.0,13.0
r21,r23,E1,E3,2,2,140.0,cambio_edificio,20.0,20.0
r21,r24,E1,E4,2,2,70.0,cambio_edificio,13.0,13.0
r21,r25,E1,E1,2,3,8.9443,distinto_piso,2.8944,2.8944
r21,r26,E1,E2,2,3,70.5691,cambio_edificio,13.0569,13.0569
r21,r27,E1,E3,2,3,140.2854,cambio_edificio,20.0285,20.0285
r21,r28,E1,E4,2,3,62.1289,cambio_edificio,12.2129,12.2129
r21,r29,E1,E1,2,3,12.0,distinto_piso,3.2,3.2
r21,r30,E1,E2,2,3,78.5111,cambio_edificio,13.8511,13.8511
r22,r1,E2,E1,2,1,70.5691,cambio_edificio,13.0569,13.0569
r22,r2,E2,E2,2,1,8.9443,distinto_piso,2.8944,2.8944
r22,r3,E2,E3,2,1,70.5691,cambio_edificio,13.0569,13.0569
r22,r4,E2,E4,2,1,93.5949,cambio_edificio,15.3595,15.3595
r22,r5,E2,E1,2,1,62.6418,cambio_edificio,12.2642,12.2642
r22,r6,E2,E2,2,1,12.0,distinto_piso,3.2,3.2
r22,r7,E2,E3,2,1,78.5111,cambio_edificio,13.8511,13.8511
r22,r8,E2,E4,2,1,87.7724,cambio_edificio,14.7772,14.7772
r22,r9,E2,E1,2,1,70.1142,cambio_edificio,13.0114,13.0114
r22,r10,E2,E2,2,1,4.0,distinto_piso,2.4,2.4
r22,r11,E2,E3,2,1,70.1142,cambio_edificio,13.0114,13.0114
r22,r12,E2,E4,2,1,99.0757,cambio_edificio,15.9076,15.9076
r22,r13,E2,E1,2,2,70.4557,cambio_edificio,13.0456,13.0456
r22,r14,E2,E2,2,2,8.0,mismo_piso,1.3,1.3
r22,r15,E2,E3,2,2,70.4557,cambio_edificio,13.0456,13.0456
r22,r16,E2,E4,2,2,93.5094,cambio_edificio,15.3509,15.3509
r22,r17,E2,E1,2,2,62.514,cambio_edificio,12.2514,12.2514
r22,r18,E2,E2,2,2,11.3137,mismo_piso,1.6314,1.6314
r22,r19,E2,E3,2,2,78.4092,cambio_edificio,13.8409,13.8409
r22,r20,E2,E4,2,2,87.6812,cambio_edificio,14.7681,14.7681
r22,r21,E2,E1,2,2,70.0,cambio_edificio,13.0,13.0
r22,r22,E2,E2,2,2,0.0,misma_sala,0.0,0.0
r22,r23,E2,E3,2,2,70.0,cambio_edificio,13.0,13.0
r22,r24,E2,E4,2,2,98.9949,cambio_edificio,15.8995,15.8995
r22,r25,E2,E1,2,3,70.5691,cambio_edificio,13.0569,13.0569
r22,r26,E2,E2,2,3,8.9443,distinto_piso,2.8944,2.8944
r22,r27,E2,E3,2,3,70.5691,cambio_edificio,13.0569,13.0569
r22,r28,E2,E4,2,3,93.5949,cambio_edificio,15.3595,15.3595
r22,r29,E2,E1,2,3,62.6418,cambio_edificio,12.2642,12.2642
r22,r30,E2,E2,2,3,12.0,distinto_piso,3.2,3.2
r23,r1,E3,E1,2,1,140.2854,cambio_edificio,20.0285,20.0285
r23,r2,E3,E2,2,1,70.5691,cambio_edificio,13.0569,13.0569
r23,r3,E3,E3,2,1,8.9443,distinto_piso,2.8944,2.8944
r23,r4,E3,E4,2,1,153.1666,cambio_edificio,21.3167,21.3167
r23,r5,E3,E1,2,1,132.3027,cambio_edificio,19.2303,19.2303
r23,r6,E3,E2,2,1,62.6418,cambio_edificio,12.2642,12.2642
r23,r7,E3,E3,2,1,12.0,distinto_piso,3.2,3.2
r23,r8,E3,E4,2,1,145.8904,cambio_edificio,20.589,20.589
r23,r9,E3,E1,2,1,140.0571,cambio_edificio,20.0057,20.0057
r23,r10,E3,E2,2,1,70.1142,cambio_edificio,13.0114,13.0114
r23,r11,E3,E3,2,1,4.0,distinto_piso,2.4,2.4
r23,r12,E3,E4,2,1,156.5759,cambio_edificio,21.6576,21.6576
r23,r13,E3,E1,2,2,140.2284,cambio_edificio,20.0228,20.0228
r23,r14,E3,E2,2,2,70.4557,cambio_edificio,13.0456,13.0456
r23,r15,E3,E3,2,2,8.0,mismo_piso,1.3,1.3
r23,r16,E3,E4,2,2,153.1143,cambio_edificio,21.3114,21.3114
r23,r17,E3,E1,2,2,132.2422,cambio_edificio,19.2242,19.2242
r23,r18,E3,E2,2,2,62.514,cambio_edificio,12.2514,12.2514
r23,r19,E3,E3,2,2,11.3137,mismo_piso,1.6314,1.6314
r23,r20,E3,E4,2,2,145.8355,cambio_edificio,20.5836,20.5836
r23,r21,E3,E1,2,2,140.0,cambio_edificio,20.0,20.0
r23,r22,E3,E2,2,2,70.0,cambio_edificio,13.0,13.0
r23,r23,E3,E3,2,2,0.0,misma_sala,0.0,0.0
r23,r24,E3,E4,2,2,156.5248,cambio_edificio,21.6525,21.6525
r23,r25,E3,E1,2,3,140.2854,cambio_edificio,20.0285,20.0285
r23,r26,E3,E2,2,3,70.5691,cambio_edificio,13.0569,13.0569
r23,r27,E3,E3,2,3,8.9443,distinto_piso,2.8944,2.8944
r23,r28,E3,E4,2,3,153.1666,cambio_edificio,21.3167,21.3167
r23,r29,E3,E1,2,3,132.3027,cambio_edificio,19.2303,19.2303
r23,r30,E3,E2,2,3,62.6418,cambio_edificio,12.2642,12.2642
r24,r1,E4,E1,2,1,78.1025,cambio_edificio,13.8102,13.8102
r24,r2,E4,E2,2,1,104.8809,cambio_edificio,16.4881,16.4881
r24,r3,E4,E3,2,1,160.3122,cambio_edificio,22.0312,22.0312
r24,r4,E4,E4,2,1,8.9443,distinto_piso,2.8944,2.8944
r24,r5,E4,E1,2,1,78.5111,cambio_edificio,13.8511,13.8511
r24,r6,E4,E2,2,1,110.3812,cambio_edificio,17.0381,17.0381
r24,r7,E4,E3,2,1,167.344,cambio_edificio,22.7344,22.7344
r24,r8,E4,E4,2,1,12.0,distinto_piso,3.2,3.2
r24,r9,E4,E1,2,1,70.1142,cambio_edificio,13.0114,13.0114
r24,r10,E4,E2,2,1,99.0757,cambio_edificio,15.9076,15.9076
r24,r11,E4,E3,2,1,156.5759,cambio_edificio,21.6576,21.6576
r24,r12,E4,E4,2,1,4.0,distinto_piso,2.4,2.4
r24,r13,E4,E1,2,2,78.0,cambio_edificio,13.8,13.8
r24,r14,E4,E2,2,2,104.8046,cambio_edificio,16.4805,16.4805
r24,r15,E4,E3,2,2,160.2623,cambio_edificio,22.0262,22.0262
r24,r16,E4,E4,2,2,8.0,mismo_piso,1.3,1.3
r24,r17,E4,E1,2,2,78.4092,cambio_edificio,13.8409,13.8409
r24,r18,E4,E2,2,2,110.3087,cambio_edificio,17.0309,17.0309
r24,r19,E4,E3,2,2,167.2961,cambio_edificio,22.7296,22.7296
r24,r20,E4,E4,2,2,11.3137,mismo_piso,1.6314,1.6314
r24,r21,E4,E1,2,2,70.0,cambio_edificio,13.0,13.0
r24,r22,E4,E2,2,2,98.9949,cambio_edificio,15.8995,15.8995
r24,r23,E4,E3,2,2,156.5248,cambio_edificio,21.6525,21.6525
r24,r24,E4,E4,2,2,0.0,misma_sala,0.0,0.0
r24,r25,E4,E1,2,3,78.1025,cambio_edificio,13.8102,13.8102
r24,r26,E4,E2,2,3,104.8809,cambio_edificio,16.4881,16.4881
r24,r27,E4,E3,2,3,160.3122,cambio_edificio,22.0312,22.0312
r24,r28,E4,E4,2,3,8.9443,distinto_piso,2.8944,2.8944
r24,r29,E4,E1,2,3,78.5111,cambio_edificio,13.8511,13.8511
r24,r30,E4,E2,2,3,110.3812,cambio_edificio,17.0381,17.0381
r25,r1,E1,E1,3,1,8.0,distinto_piso,2.8,2.8
r25,r2,E1,E2,3,1,70.4557,cambio_edificio,13.0456,13.0456
r25,r3,E1,E3,3,1,140.2284,cambio_edificio,20.0228,20.0228
r25,r4,E1,E4,3,1,70.4557,cambio_edificio,13.0456,13.0456
r25,r5,E1,E1,3,1,11.3137,distinto_piso,3.1314,3.1314
r25,r6,E1,E2,3,1,78.4092,cambio_edificio,13.8409,13.8409
r25,r7,E1,E3,3,1,148.2161,cambio_edificio,20.8216,20.8216
r25,r8,E1,E4,3,1,70.9084,cambio_edificio,13.0908,13.0908
r25,r9,E1,E1,3,1,11.3137,distinto_piso,3.1314,3.1314
r25,r10,E1,E2,3,1,70.9084,cambio_edificio,13.0908,13.0908
r25,r11,E1,E3,3,1,140.4564,cambio_edificio,20.0456,20.0456
r25,r12,E1,E4,3,1,78.4092,cambio_edificio,13.8409,13.8409
r25,r13,E1,E1,3,2,4.0,distinto_piso,2.4,2.4
r25,r14,E1,E2,3,2,70.1142,cambio_edificio,13.0114,13.0114
